section,page_title,page_url,source_file,link_url,link_text,link_kind,doc_heading,in_bibliography,in_caption,http_status,final_url,redirect_kind,remote_title,broken_category,bucket,bulk_delete_candidate,confidence,suggested_action,wayback_url,wayback_status
history-content,U.S. Army,/history-content/national-resources/22407,history-content/national-resources/us-army-22407.md,http://www.history.army.mil/html/museums/directory.html,a list of Army museums,hyperlink,,False,False,CONN_ERROR,,none,,A,none,False,high,needs-subjective-review,,not_archived
history-content,U.S. Army,/history-content/national-resources/22407,history-content/national-resources/us-army-22407.md,http://www.army.mil/,http://www.army.mil/,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,http://www.census.gov/schools/facts/,State Facts,hyperlink,,False,False,200,https://www.census.gov/schools/statefacts/,benign,State Facts For Students,live,none,False,high,ok,,
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,https://factfinder.census.gov/faces/nav/jsf/pages/index.xhtml,American FactFinder,hyperlink,,False,False,CONN_ERROR,,none,,A,none,False,high,needs-subjective-review,,not_archived
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,http://www.census.gov/schools/,teacher and children's page,hyperlink,,False,False,200,https://www.census.gov/schools/,benign,Statistics in Schools,live,none,False,high,ok,,
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,https://www.census.gov/schools/activities/history.html,lesson plans,hyperlink,,False,False,200,https://www.census.gov/schools/activities/history.html,none,History Worksheets for Lesson Plans | Statistics in Schools,live,none,False,high,ok,,
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,https://www.census.gov/schools/resources/warm-up-activities.html,warm-up activities,hyperlink,,False,False,200,https://www.census.gov/schools/resources/warm-up-activities.html,none,Warm-Up Activities,live,none,False,high,ok,,
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,https://www.census.gov/schools/resources/fun-facts.html,holidays and observances,hyperlink,,False,False,200,https://www.census.gov/schools/resources/fun-facts.html,none,Fun Facts,live,none,False,high,ok,,
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,https://www.census.gov/schools/resources/maps.html,maps,hyperlink,,False,False,200,https://www.census.gov/schools/resources/maps.html,none,Maps,live,none,False,high,ok,,
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,https://www.census.gov/schools/activities/grades-k-2.html,younger children,hyperlink,,False,False,200,https://www.census.gov/schools/activities/grades-k-2.html,none,Worksheets and Activities - K-2 | Statistics in Schools,live,none,False,high,ok,,
history-content,U.S. Census Bureau,/history-content/national-resources/22692,history-content/national-resources/us-census-bureau-22692.md,https://www.census.gov/en.html,https://www.census.gov/en.html,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20210514042204/https://coastguard.dodlive.mil/,blog,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170515142430/http://web.archive.org/web/20170515142430/http://www.uscg.mil/history/chronindex.asp,historical events,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170821152955/http://web.archive.org/web/20170821152955/http://www.uscg.mil/history/h_index.asp,overall and regional history overviews,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170515142500/http://web.archive.org/web/20170515142500/http://www.uscg.mil/history/AssetsIndex.asp,assets,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170515142539/http://web.archive.org/web/20170515142539/http://www.uscg.mil/history/MissionsIndex.asp,missions,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170515142553/http://web.archive.org/web/20170515142553/http://www.uscg.mil/history/CoastGuardPeople.asp,personnel,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170517093200/https://www.uscg.mil/history/oralhistoryindex.asp,oral histories,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170515112632/http://web.archive.org/web/20170515112632/http://www.uscg.mil/top/library/magazines.asp,magazines,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20120921054447/http://web.archive.org/web/20120921054447/http://www.uscg.mil/history/histdocsindex.asp,documents,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170917200011/http://www.uscg.mil/History/CG_Photo_Index.asp,historic photographs,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20131102122506/https://cgvi.uscg.mil/media/main.php,multimedia gallery,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20150311193145/http://www.uscg.mil:80/history/kidsindex.asp,"""Just for Kids (and Teachers!)""",hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20120921061126/http://web.archive.org/web/20120921061126/http://www.uscg.mil/history/Bestbooks.asp,suggested reading list,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20121020094416/http://web.archive.org/web/20121020094416/http://www.uscg.mil/history/1812.asp,War of 1812,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20170928170414/http://web.archive.org/web/20170928170414/http://www.uscg.mil/hq/cg092/museum//,U.S. Coast Guard Museum,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://web.archive.org/web/20121026050853/http://web.archive.org/web/20121026050853/http://www.uscg.mil/hq/cg092/artifacts/artifactnearyou.asp,artifact finder,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://www.uscg.mil/,http://www.uscg.mil/,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Department of Education,/history-content/national-resources/19201,history-content/national-resources/us-department-of-education-19201.md,http://web.archive.org/web/20210704010038/https://www2.ed.gov/programs/teachinghistory/index.html,Teaching American History,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Department of Education,/history-content/national-resources/19201,history-content/national-resources/us-department-of-education-19201.md,http://ies.ed.gov/ncee/wwc/practiceguides/,Practice Guides,hyperlink,,False,False,200,https://ies.ed.gov/ncee/wwc/practiceguides/,benign,WWC | Practice Guides,live,none,False,high,ok,,
history-content,U.S. Department of Education,/history-content/national-resources/19201,history-content/national-resources/us-department-of-education-19201.md,http://web.archive.org/web/20230202120045/https://www2.ed.gov/teachers/dev/contedu/edpicks.jhtml?src=ln,professional development opportunities,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Department of Education,/history-content/national-resources/19201,history-content/national-resources/us-department-of-education-19201.md,http://www.ed.gov,http://www.ed.gov,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Department of Veterans Affairs,/history-content/national-resources/22641,history-content/national-resources/us-department-of-veterans-affairs-22641.md,http://web.archive.org/web/20260612175029/https://www.va.gov/vetdata/,demographic data,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Department of Veterans Affairs,/history-content/national-resources/22641,history-content/national-resources/us-department-of-veterans-affairs-22641.md,http://web.archive.org/web/20250401194915/https://www.va.gov/opa/publications/factsheets/fs_americas_wars.pdf,war statistics,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Department of Veterans Affairs,/history-content/national-resources/22641,history-content/national-resources/us-department-of-veterans-affairs-22641.md,http://www1.va.gov/opa/vetsday/gallery.asp,gallery of past Veterans Day posters,hyperlink,,False,False,CONN_ERROR,,none,,A,none,False,high,needs-subjective-review,,not_archived
history-content,U.S. Department of Veterans Affairs,/history-content/national-resources/22641,history-content/national-resources/us-department-of-veterans-affairs-22641.md,http://www.va.gov/,http://www.va.gov/,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Drug Enforcement Agency,/history-content/national-resources/22624,history-content/national-resources/us-drug-enforcement-agency-22624.md,https://www.dea.gov/history,eight PDF overview,hyperlink,,False,False,403,https://www.dea.gov/history,none,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,U.S. Drug Enforcement Agency,/history-content/national-resources/22624,history-content/national-resources/us-drug-enforcement-agency-22624.md,https://www.dea.gov/data-and-statistics,Statistics,hyperlink,,False,False,403,https://www.dea.gov/data-and-statistics,none,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,U.S. Drug Enforcement Agency,/history-content/national-resources/22624,history-content/national-resources/us-drug-enforcement-agency-22624.md,https://deamuseum.org/,museum,hyperlink,,False,False,403,https://deamuseum.org/,none,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,U.S. Drug Enforcement Agency,/history-content/national-resources/22624,history-content/national-resources/us-drug-enforcement-agency-22624.md,https://www.dea.gov/,https://www.dea.gov/,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fire Administration,/history-content/national-resources/23425,history-content/national-resources/us-fire-administration-23425.md,https://www.usfa.dhs.gov/statistics/,a statistics page,hyperlink,,False,False,200,https://www.usfa.fema.gov/statistics/,substantive,Statistics,C-candidate,none,False,medium,needs-subjective-review,,
history-content,U.S. Fire Administration,/history-content/national-resources/23425,history-content/national-resources/us-fire-administration-23425.md,http://web.archive.org/web/20110902020839/http://www.usfa.dhs.gov:80/statistics/index.shtm,QuickStats,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fire Administration,/history-content/national-resources/23425,history-content/national-resources/us-fire-administration-23425.md,http://web.archive.org/web/20110903002434/http://www.usfa.dhs.gov:80/statistics/estimates/states.shtm,states,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fire Administration,/history-content/national-resources/23425,history-content/national-resources/us-fire-administration-23425.md,http://web.archive.org/web/20110903031446/http://www.usfa.dhs.gov:80/statistics/estimates/wildfire.shtm,wildfires,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fire Administration,/history-content/national-resources/23425,history-content/national-resources/us-fire-administration-23425.md,http://www.usfa.dhs.gov/index.shtm,http://www.usfa.dhs.gov/index.shtm,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://www.fws.gov/help/about_us.html,stated,hyperlink,,False,False,200,https://www.fws.gov/about-us,benign,,live,none,False,high,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20220126230803/https://training.fws.gov/history/index.html,History,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20211214153428/https://training.fws.gov/history/virtualexhibits.html,virtual exhibits,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20211214153649/https://training.fws.gov/history/HistoricImages.html,images,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20220130185936/https://training.fws.gov/history/HistoricDocuments.html,period documents,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20211214153431/https://training.fws.gov/history/Articles.html,articles,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20211214153534/https://training.fws.gov/history/Timelines.html,timelines,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20211214153432/https://training.fws.gov/history/Lists.html,lists,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20170108161057/https://training.fws.gov/history/OralHistoriesTranscripts.html,oral history transcripts,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://training.fws.gov/History/FallenComradesList.html,Fallen Comrades list,hyperlink,,False,False,530,http://training.fws.gov/History/FallenComradesList.html,none,,A,none,False,high,needs-subjective-review,,not_archived
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20210508095141/https://www.fws.gov/home/climatechange/climate101.html,climate change,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20220119090100/http://web.archive.org/web/20220119090100/http://www.fws.gov/fire/program_statistics/,wildfires,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://web.archive.org/web/20220119222545/http://www.fws.gov/wetlands/Status-And-Trends/index.html,wetlands,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://www.fws.gov/endangered/,endangered species,hyperlink,,False,False,200,https://www.fws.gov/species/endangered-species,benign,,live,none,False,high,ok,,
history-content,U.S. Fish and Wildlife Service,/history-content/national-resources/25605,history-content/national-resources/us-fish-and-wildlife-service-25605.md,http://www.fws.gov/,http://www.fws.gov/,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Geological Survey,/history-content/national-resources/22625,history-content/national-resources/us-geological-survey-22625.md,http://web.archive.org/web/20140926053816/http://libraryphoto.cr.usgs.gov:80/,photographic collection,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Geological Survey,/history-content/national-resources/22625,history-content/national-resources/us-geological-survey-22625.md,http://education.usgs.gov/common/primary.htm,K-6 education,hyperlink,,False,False,CONN_ERROR,,none,,A,none,False,high,needs-subjective-review,,not_archived
history-content,U.S. Geological Survey,/history-content/national-resources/22625,history-content/national-resources/us-geological-survey-22625.md,http://web.archive.org/web/20110904015540/http://education.usgs.gov:80/common/secondary.htm,grades 7-12,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Geological Survey,/history-content/national-resources/22625,history-content/national-resources/us-geological-survey-22625.md,http://web.archive.org/web/20090825014425/http://web.archive.org/web/20090825014425/http://education.usgs.gov/common/TeacherPackets.html,teacher packets,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Geological Survey,/history-content/national-resources/22625,history-content/national-resources/us-geological-survey-22625.md,http://www.usgs.gov/,http://www.usgs.gov/,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Holocaust Memorial Museum,/history-content/national-resources/19189,history-content/national-resources/us-holocaust-memorial-museum-19189.md,http://www.ushmm.org,United States Holocaust Memorial Museum (USHMM),hyperlink,,False,False,200,https://www.ushmm.org/,benign,United States Holocaust Memorial Museum,live,none,False,high,ok,,
history-content,U.S. Holocaust Memorial Museum,/history-content/national-resources/19189,history-content/national-resources/us-holocaust-memorial-museum-19189.md,http://web.archive.org/web/20130916001631/http://web.archive.org/web/20130916001631/http://www.ushmm.org/education/foreducators/,For Teachers,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Holocaust Memorial Museum,/history-content/national-resources/19189,history-content/national-resources/us-holocaust-memorial-museum-19189.md,https://www.ushmm.org/educators/lesson-plans,several exemplary lessons,hyperlink,,False,False,200,https://www.ushmm.org/teach/teaching-materials,benign,Teaching Materials by Topic - United States Holocaust Memorial Museum,live,none,False,high,ok,,
history-content,U.S. Holocaust Memorial Museum,/history-content/national-resources/19189,history-content/national-resources/us-holocaust-memorial-museum-19189.md,https://www.ushmm.org/educators/professional-events-and-resources/workshops-and-conferences,Online Teacher Workshop: Teaching About the Holocaust,hyperlink,,False,False,500,https://www.ushmm.org/educators/professional-events-and-resources/workshops-and-conferences,none,,A,none,False,high,needs-subjective-review,,not_archived
history-content,U.S. Holocaust Memorial Museum,/history-content/national-resources/19189,history-content/national-resources/us-holocaust-memorial-museum-19189.md,https://www.ushmm.org/learn/students,For Students,hyperlink,,False,False,200,https://www.ushmm.org/learn/students,none,Opportunities for Students - United States Holocaust Memorial Museum,live,none,False,high,ok,,
history-content,U.S. Holocaust Memorial Museum,/history-content/national-resources/19189,history-content/national-resources/us-holocaust-memorial-museum-19189.md,http://www.ushmm.org/museum/exhibit/online/,Online Exhibitions,hyperlink,,False,False,200,https://www.ushmm.org/museum/exhibit/online/,benign,Online Lectures - United States Holocaust Memorial Museum,live,none,False,high,ok,,
history-content,U.S. Holocaust Memorial Museum,/history-content/national-resources/19189,history-content/national-resources/us-holocaust-memorial-museum-19189.md,http://www.ushmm.org/research/collections/,Collections and Archives,hyperlink,,False,False,200,https://www.ushmm.org/collections/the-museums-collections/about,benign,About the Museum’s Collections - United States Holocaust Memorial Museum,live,none,False,high,ok,,
history-content,"U.S. House of Representatives, Office of the Clerk",/history-content/national-resources/19228,history-content/national-resources/us-house-of-representatives-office-of-the-clerk-19228.md,http://bioguide.congress.gov/biosearch/biosearch.asp,Biographical Directory of the United States Congress,hyperlink,,False,False,403,http://bioguide.congress.gov/biosearch/biosearch.asp,none,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,"U.S. House of Representatives, Office of the Clerk",/history-content/national-resources/19228,history-content/national-resources/us-house-of-representatives-office-of-the-clerk-19228.md,http://history.house.gov/,Arts & Artifacts,hyperlink,,False,False,200,https://history.house.gov/,benign,,live,none,False,high,ok,,
history-content,"U.S. House of Representatives, Office of the Clerk",/history-content/national-resources/19228,history-content/national-resources/us-house-of-representatives-office-of-the-clerk-19228.md,http://history.house.gov/HistoricalHighlight/Search/,Weekly Historical Highlights,hyperlink,,False,False,200,https://history.house.gov/HistoricalHighlight/Search/,benign,,live,none,False,high,ok,,
history-content,"U.S. House of Representatives, Office of the Clerk",/history-content/national-resources/19228,history-content/national-resources/us-house-of-representatives-office-of-the-clerk-19228.md,http://history.house.gov/Exhibitions-and-Publications/BAIC/Black-Americans-in-Congress/,Black Americans in Congress,hyperlink,,False,False,200,https://history.house.gov/Exhibitions-and-Publications/BAIC/Black-Americans-in-Congress/,benign,,live,none,False,high,ok,,
history-content,"U.S. House of Representatives, Office of the Clerk",/history-content/national-resources/19228,history-content/national-resources/us-house-of-representatives-office-of-the-clerk-19228.md,http://history.house.gov/Exhibition-and-Publications/WIC/Women-in-Congress/,Women in Congress,hyperlink,,False,False,200,https://history.house.gov/Exhibition-and-Publications/WIC/Women-in-Congress/,benign,,live,none,False,high,ok,,
history-content,"U.S. House of Representatives, Office of the Clerk",/history-content/national-resources/19228,history-content/national-resources/us-house-of-representatives-office-of-the-clerk-19228.md,http://history.house.gov/Exhibitions-and-Publications/Florence-Kahn/Florence-Kahn/,", Florence Kahn: Congressional Widow to Trailblazing Lawmaker",hyperlink,,False,False,200,https://history.house.gov/Exhibitions-and-Publications/Florence-Kahn/Florence-Kahn/,benign,,live,none,False,high,ok,,
history-content,"U.S. House of Representatives, Office of the Clerk",/history-content/national-resources/19228,history-content/national-resources/us-house-of-representatives-office-of-the-clerk-19228.md,http://clerk.house.gov/,http://clerk.house.gov/,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Marine Corps,/history-content/national-resources/22518,history-content/national-resources/us-marine-corps-22518.md,http://www.usmcmuseum.com/Visitor_plan.asp,museum,hyperlink,,False,False,200,https://www.usmcmuseum.com/plan-your-visit.html,benign,Plan Your Visit - National Museum of the Marine Corps,live,none,False,high,ok,,
history-content,U.S. Marine Corps,/history-content/national-resources/22518,history-content/national-resources/us-marine-corps-22518.md,http://www.marines.mil/Pages/Default.aspx,http://www.marines.mil/Pages/Default.aspx,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Mint,/history-content/national-resources/22477,history-content/national-resources/us-mint-22477.md,https://www.usmint.gov/learn/history/timeline-of-the-united-states-mint,timeline,hyperlink,,False,False,403,https://www.usmint.gov/learn/history/timeline-of-the-united-states-mint,none,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,U.S. Mint,/history-content/national-resources/22477,history-content/national-resources/us-mint-22477.md,http://www.usmint.gov/historianscorner/index.cfm?action=Roles,overview of the Mint's various roles,hyperlink,,False,False,403,https://www.usmint.gov/historianscorner/index.cfm?action=Roles,benign,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,U.S. Mint,/history-content/national-resources/22477,history-content/national-resources/us-mint-22477.md,https://www.usmint.gov/learn/history/coin-production,coin production,hyperlink,,False,False,403,https://www.usmint.gov/learn/history/coin-production,none,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,U.S. Mint,/history-content/national-resources/22477,history-content/national-resources/us-mint-22477.md,https://www.usmint.gov/news/image-library,image library,hyperlink,,False,False,403,https://www.usmint.gov/news/image-library,none,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,U.S. Mint,/history-content/national-resources/22477,history-content/national-resources/us-mint-22477.md,http://www.usmint.gov/kids/,children's page,hyperlink,,False,False,403,https://www.usmint.gov/kids/,benign,,blocked-unknown,none,False,low,needs-subjective-review,,
history-content,U.S. Mint,/history-content/national-resources/22477,history-content/national-resources/us-mint-22477.md,http://www.usmint.gov/,http://www.usmint.gov/,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Navy,/history-content/national-resources/22405,history-content/national-resources/us-navy-22405.md,http://web.archive.org/web/20251208141559/http://web.archive.org/web/20251208141559/https://www.history.navy.mil/research/library.html,Online Library.,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Navy,/history-content/national-resources/22405,history-content/national-resources/us-navy-22405.md,http://web.archive.org/web/20211129000835/http://web.archive.org/web/20211129000835/https://www.history.navy.mil/content/history/nhhc/research/histories/naval-aviation-history/naval-aviation-news/back-issues.html,*Naval Aviation News*,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Navy,/history-content/national-resources/22405,history-content/national-resources/us-navy-22405.md,https://www.navy.mil/index.asp,https://www.navy.mil/index.asp,bare_url,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,http://www.uspto.gov/,United States Patent and Trademark Office,hyperlink,,False,False,200,https://www.uspto.gov/,benign,United States Patent and Trademark Office,live,none,False,high,ok,,
history-content,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,http://web.archive.org/web/20120418154146/http://www.uspto.gov:80/web/offices/ac/ahrpa/opa/kids/index.html,Kids' Pages,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,http://web.archive.org/web/20120320112123/http://www.uspto.gov:80/web/offices/ac/ahrpa/opa/kids/kidevents.html,Time Machine Section,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,http://web.archive.org/web/20120517050629/http://www.uspto.gov:80/web/offices/ac/ahrpa/opa/kids/calendar/index.html,Calendar,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,http://www.uspto.gov/web/offices/ac/ahrpa/opa/kids/kidevents_press.html,Historic Press Releases,hyperlink,,False,False,404,https://www.uspto.gov/web/offices/ac/ahrpa/opa/kids/kidevents_press.html,benign,,A,none,False,high,needs-subjective-review,,not_archived
history-content,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,http://web.archive.org/web/20120301143504/http://web.archive.org/web/20120301143504/http://www.uspto.gov/web/offices/ac/ahrpa/opa/kids/usptodatabases.htm,patents,hyperlink,,False,False,,,none,,needs-human,none,False,low,ok,,
history-content,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,http://www.uspto.gov/web/offices/ac/ahrpa/opa/kids/special/1836fire.htm,The Great Patent Fire of 1836,hyperlink,,False,False,404,https://www.uspto.gov/web/offices/ac/ahrpa/opa/kids/special/1836fire.htm,benign,,A,none,False,high,needs-subjective-review,,not_archived
history-content,U.S. Patent and Trademark Office,/history-content/national-resources/21920,history-content/national-resources/us-patent-and-trademark-office-21920.md,http://www.uspto.gov/web/offices/ac/ahrpa/opa/kids/ponder/ponder8.htm,Women Inventors,hyperlink,,False,False,404,https://www.uspto.gov/web/offices/ac/ahrpa/opa/kids/ponder/ponder8.htm,benign,,A,none,False,high,needs-subjective-review,,not_archived
