section,subsection,page_title,page_url,source_file,total_links,live,dead_A,rebrand_probably_broken,rebrand_probably_fine,rebrand_needs_human,soft404_B,blocked_unknown,needs_human,bulk_delete_candidates,broken_with_wayback,broken_no_wayback,suggested_page_action
history-content,website-reviews,Emergence of Advertising in America: 1850-1920,/history-content/website-reviews/14847,history-content/website-reviews/emergence-of-advertising-in-america-1850-1920-14847.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Emile Berliner and the Birth of the Recording Industry,/history-content/website-reviews/23232,history-content/website-reviews/emile-berliner-and-the-birth-of-the-recording-industry-23232.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Emma Goldman Papers,/history-content/website-reviews/14806,history-content/website-reviews/emma-goldman-papers-14806.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Encyclopedia Britannica,/history-content/website-reviews/22864,history-content/website-reviews/encyclopedia-britannica-22864.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Encyclopedia of Alabama,/history-content/website-reviews/25145,history-content/website-reviews/encyclopedia-of-alabama-25145.md,2,1,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"Evolution of the Conservation Movement, 1850-1920",/history-content/website-reviews/14748,history-content/website-reviews/evolution-of-the-conservation-movement-1850-1920-14748.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Experiencing War: Stories from the Veterans History Project,/history-content/website-reviews/14697,history-content/website-reviews/experiencing-war-stories-from-the-veterans-history-project-14697.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Eye of the Storm,/history-content/website-reviews/23077,history-content/website-reviews/eye-of-the-storm-23077.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Faces of Science: African Americans in the Sciences,/history-content/website-reviews/23406,history-content/website-reviews/faces-of-science-african-americans-in-the-sciences-23406.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"Famous American Trials: ""The Scottsboro Boys"" Trials 1931-1937",/history-content/website-reviews/23407,history-content/website-reviews/famous-american-trials-the-scottsboro-boys-trials-1931-1937-23407.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Fats Waller Forever Digital Exhibit,/history-content/website-reviews/23284,history-content/website-reviews/fats-waller-forever-digital-exhibit-23284.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,FDR Cartoon Archive,/history-content/website-reviews/22833,history-content/website-reviews/fdr-cartoon-archive-22833.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"Federal Township Plats of Illinois, 1804-1891",/history-content/website-reviews/23292,history-content/website-reviews/federal-township-plats-of-illinois-1804-1891-23292.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Feeding America: The Historic American Cookbook Project,/history-content/website-reviews/23815,history-content/website-reviews/feeding-america-the-historic-american-cookbook-project-23815.md,1,0,0,0,0,0,0,0,1,0,0,0,fix-links-only
history-content,website-reviews,Fiddle Tunes of the Old Frontier: The Henry Reed Collection,/history-content/website-reviews/23311,history-content/website-reviews/fiddle-tunes-of-the-old-frontier-the-henry-reed-collection-23311.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Fifty Years of Coca-Cola Television Advertisements,/history-content/website-reviews/14701,history-content/website-reviews/fifty-years-of-coca-cola-television-advertisements-14701.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Finishing the Dream: Learning from the Civil Rights Era,/history-content/website-reviews/25016,history-content/website-reviews/finishing-the-dream-learning-from-the-civil-rights-era-25016.md,3,0,0,0,0,3,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,"First American West: The Ohio River Valley, 1750-1820",/history-content/website-reviews/14735,history-content/website-reviews/first-american-west-the-ohio-river-valley-1750-1820-14735.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,First World War: The War to End All Wars,/history-content/website-reviews/14679,history-content/website-reviews/first-world-war-the-war-to-end-all-wars-14679.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Flashing Across the Country: Mr. Zip and the ZIP Code Promotional Campaign,/history-content/website-reviews/25366,history-content/website-reviews/flashing-across-the-country-mr-zip-and-the-zip-code-promotional-campaign-25366.md,3,2,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Florida Folklife Collection,/history-content/website-reviews/22705,history-content/website-reviews/florida-folklife-collection-22705.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,"Florida Folklife from the WPA Collections, 1937-1942",/history-content/website-reviews/23310,history-content/website-reviews/florida-folklife-from-the-wpa-collections-1937-1942-23310.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Florida Heritage Collection,/history-content/website-reviews/23078,history-content/website-reviews/florida-heritage-collection-23078.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Florida State Archives Photographic Collection,/history-content/website-reviews/14715,history-content/website-reviews/florida-state-archives-photographic-collection-14715.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,"Foreign Relations of the United States (FRUS), 1861-1960",/history-content/website-reviews/14638,history-content/website-reviews/foreign-relations-of-the-united-states-frus-1861-1960-14638.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,"Foreign Relations of the United States (FRUS), 1945-1972",/history-content/website-reviews/23320,history-content/website-reviews/foreign-relations-of-the-united-states-frus-1945-1972-23320.md,2,1,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,France in America,/history-content/website-reviews/14797,history-content/website-reviews/france-in-america-14797.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Franklin D. Roosevelt Presidential Library and Digital Archives,/history-content/website-reviews/14807,history-content/website-reviews/franklin-d-roosevelt-presidential-library-and-digital-archives-14807.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Frederick Douglass National Historic Site Virtual Museum Exhibit,/history-content/website-reviews/25240,history-content/website-reviews/frederick-douglass-national-historic-site-virtual-museum-exhibit-25240.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"Free Speech Movement: Student Protest, U.C. Berkeley, 1964-65",/history-content/website-reviews/23144,history-content/website-reviews/free-speech-movement-student-protest-uc-berkeley-1964-65-23144.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Freedmen and Southern Society Project,/history-content/website-reviews/22827,history-content/website-reviews/freedmen-and-southern-society-project-22827.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Freedom: A History of Us,/history-content/website-reviews/23272,history-content/website-reviews/freedom-a-history-of-us-23272.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,"Freedom Bound: The Underground Railroad in Lycoming County, PA",/history-content/website-reviews/22971,history-content/website-reviews/freedom-bound-the-underground-railroad-in-lycoming-county-pa-22971.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Freedom Now! An Archival Project of Tougaloo College and Brown University,/history-content/website-reviews/22726,history-content/website-reviews/freedom-now-an-archival-project-of-tougaloo-college-and-brown-university-22726.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Freedom Riders,/history-content/website-reviews/24985,history-content/website-reviews/freedom-riders-24985.md,2,1,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Freeze Frame: Eadweard Muybridge's Photography of Motion,/history-content/website-reviews/23127,history-content/website-reviews/freeze-frame-eadweard-muybridges-photography-of-motion-23127.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,"From Slavery to Freedom: The African-American Pamphlet Collection, 1822-1909",/history-content/website-reviews/25005,history-content/website-reviews/from-slavery-to-freedom-the-african-american-pamphlet-collection-1822-1909-25005.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Gardner's Photographic Sketch Book of the War,/history-content/website-reviews/23300,history-content/website-reviews/gardners-photographic-sketch-book-of-the-war-23300.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Geography of Slavery in America,/history-content/website-reviews/14609,history-content/website-reviews/geography-of-slavery-in-america-14609.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,George Mason University Electronic Documentary History,/history-content/website-reviews/22968,history-content/website-reviews/george-mason-university-electronic-documentary-history-22968.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"George Washington Papers, 1741-1799",/history-content/website-reviews/14652,history-content/website-reviews/george-washington-papers-1741-1799-14652.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"Getting the Message Out! National Political Campaign Materials, 1840-1860",/history-content/website-reviews/22622,history-content/website-reviews/getting-the-message-out-national-political-campaign-materials-1840-1860-22622.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Gettysburg National Military Park: Camp Life,/history-content/website-reviews/25057,history-content/website-reviews/gettysburg-national-military-park-camp-life-25057.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Gifts of Speech: Women's Speeches from Around the World,/history-content/website-reviews/14602,history-content/website-reviews/gifts-of-speech-womens-speeches-from-around-the-world-14602.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"Gilder Lehrman Center for the Study of Slavery, Resistance, and Abolition",/history-content/website-reviews/23282,history-content/website-reviews/gilder-lehrman-center-for-the-study-of-slavery-resistance-and-abolition-23282.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Gilder Lehrman Institute of American History,/history-content/website-reviews/14794,history-content/website-reviews/gilder-lehrman-institute-of-american-history-14794.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Gilmer Civil War Maps Collection,/history-content/website-reviews/22620,history-content/website-reviews/gilmer-civil-war-maps-collection-22620.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Godey's Lady's Book,/history-content/website-reviews/23338,history-content/website-reviews/godeys-ladys-book-23338.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Gold Rush!,/history-content/website-reviews/23069,history-content/website-reviews/gold-rush-23069.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,"Goldband Records: ""Every One a  Musical Treat""",/history-content/website-reviews/23028,history-content/website-reviews/goldband-records-every-one-a-musical-treat-23028.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Great Lakes Maritime History Project,/history-content/website-reviews/23060,history-content/website-reviews/great-lakes-maritime-history-project-23060.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,H-Net: Humanities and Social Sciences OnLine,/history-content/website-reviews/22840,history-content/website-reviews/h-net-humanities-and-social-sciences-online-22840.md,3,1,2,0,0,0,0,0,0,0,0,2,delete-page-candidate
history-content,website-reviews,Hannah Arendt Papers,/history-content/website-reviews/23107,history-content/website-reviews/hannah-arendt-papers-23107.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Hard Hat Riots: An Online History Project,/history-content/website-reviews/22876,history-content/website-reviews/hard-hat-riots-an-online-history-project-22876.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,HarpWeek: Explore History,/history-content/website-reviews/14617,history-content/website-reviews/harpweek-explore-history-14617.md,3,2,0,0,0,1,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Harrisburg's Old 8th Ward,/history-content/website-reviews/23019,history-content/website-reviews/harrisburgs-old-8th-ward-23019.md,6,0,6,0,0,0,0,0,0,0,1,5,delete-page-candidate
history-content,website-reviews,Helen Keller Kid's Museum,/history-content/website-reviews/22717,history-content/website-reviews/helen-keller-kids-museum-22717.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,HERB: Social History for Every Classroom,/history-content/website-reviews/25006,history-content/website-reviews/herb-social-history-for-every-classroom-25006.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Herblock's History: Political Cartoons from the Crash to the Millennium,/history-content/website-reviews/14706,history-content/website-reviews/herblocks-history-political-cartoons-from-the-crash-to-the-millennium-14706.md,2,1,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Here is New York,/history-content/website-reviews/25103,history-content/website-reviews/here-is-new-york-25103.md,2,1,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,H.H. Bennett: Photographer Extraordinaire,/history-content/website-reviews/22736,history-content/website-reviews/hh-bennett-photographer-extraordinaire-22736.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Hirshhorn Museum and Sculpture Garden,/history-content/website-reviews/23215,history-content/website-reviews/hirshhorn-museum-and-sculpture-garden-23215.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Hispano Music and Culture from the Northern Rio Grande,/history-content/website-reviews/23350,history-content/website-reviews/hispano-music-and-culture-from-the-northern-rio-grande-23350.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"Historic American Sheet Music, 1850-1920",/history-content/website-reviews/23092,history-content/website-reviews/historic-american-sheet-music-1850-1920-23092.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Historic Topographic Maps of California,/history-content/website-reviews/23024,history-content/website-reviews/historic-topographic-maps-of-california-23024.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Historic USGS Maps of New England,/history-content/website-reviews/23184,history-content/website-reviews/historic-usgs-maps-of-new-england-23184.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Historical Maps of the United States,/history-content/website-reviews/23368,history-content/website-reviews/historical-maps-of-the-united-states-23368.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Historical Maps Online,/history-content/website-reviews/23018,history-content/website-reviews/historical-maps-online-23018.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,History and Politics Out Loud,/history-content/website-reviews/14694,history-content/website-reviews/history-and-politics-out-loud-14694.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,History Explorer,/history-content/website-reviews/24310,history-content/website-reviews/history-explorer-24310.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,History Now: American History Online,/history-content/website-reviews/23358,history-content/website-reviews/history-now-american-history-online-23358.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,History of American Education Web Project,/history-content/website-reviews/23213,history-content/website-reviews/history-of-american-education-web-project-23213.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,"History of the American West, 1860-1920",/history-content/website-reviews/14836,history-content/website-reviews/history-of-the-american-west-1860-1920-14836.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,History of the Tacoma Narrows Bridge,/history-content/website-reviews/22572,history-content/website-reviews/history-of-the-tacoma-narrows-bridge-22572.md,2,1,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,History Through Deaf Eyes,/history-content/website-reviews/23186,history-content/website-reviews/history-through-deaf-eyes-23186.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,HistoryWired: A Few of Our Favorite Things,/history-content/website-reviews/23178,history-content/website-reviews/historywired-a-few-of-our-favorite-things-23178.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,"Home Economics Archive: Research, Tradition, History",/history-content/website-reviews/22974,history-content/website-reviews/home-economics-archive-research-tradition-history-22974.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Home Sweet Home: Life in 19th-Century Ohio,/history-content/website-reviews/22643,history-content/website-reviews/home-sweet-home-life-in-19th-century-ohio-22643.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,HSI: Historical Scene Investigation,/history-content/website-reviews/24983,history-content/website-reviews/hsi-historical-scene-investigation-24983.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Hypertext on American History from the Colonial Period until Modern Times,/history-content/website-reviews/14713,history-content/website-reviews/hypertext-on-american-history-from-the-colonial-period-until-modern-times-14713.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,iCivics,/history-content/website-reviews/25018,history-content/website-reviews/icivics-25018.md,2,1,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Idea of America,/history-content/website-reviews/25230,history-content/website-reviews/idea-of-america-25230.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Images of African Americans from the 19th Century,/history-content/website-reviews/23353,history-content/website-reviews/images-of-african-americans-from-the-19th-century-23353.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Images of African Americans from the Cook Collection of Photographs,/history-content/website-reviews/23266,history-content/website-reviews/images-of-african-americans-from-the-cook-collection-of-photographs-23266.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Images of Battle: Selected Civil War Letters,/history-content/website-reviews/22771,history-content/website-reviews/images-of-battle-selected-civil-war-letters-22771.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Images of Native Americans,/history-content/website-reviews/14795,history-content/website-reviews/images-of-native-americans-14795.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Indian Affairs: Laws and Treaties,/history-content/website-reviews/14634,history-content/website-reviews/indian-affairs-laws-and-treaties-14634.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Industrial Research and Development Information System,/history-content/website-reviews/23188,history-content/website-reviews/industrial-research-and-development-information-system-23188.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,"Inside an American Factory: Films of the Westinghouse Works, 1904",/history-content/website-reviews/23347,history-content/website-reviews/inside-an-american-factory-films-of-the-westinghouse-works-1904-23347.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,International Center of Photography,/history-content/website-reviews/24160,history-content/website-reviews/international-center-of-photography-24160.md,3,2,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Inventing Entertainment: The Early Innovations of the Edison Companies,/history-content/website-reviews/14673,history-content/website-reviews/inventing-entertainment-the-early-innovations-of-the-edison-companies-14673.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Invincible Cities,/history-content/website-reviews/22702,history-content/website-reviews/invincible-cities-22702.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,IWitness,/history-content/website-reviews/25467,history-content/website-reviews/iwitness-25467.md,2,1,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,"Jackie Robinson and Other Baseball Highlights, 1860s-1960s",/history-content/website-reviews/22810,history-content/website-reviews/jackie-robinson-and-other-baseball-highlights-1860s-1960s-22810.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Jacob Lawrence: Over the Line,/history-content/website-reviews/22652,history-content/website-reviews/jacob-lawrence-over-the-line-22652.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,James Fenimore Cooper Society,/history-content/website-reviews/23098,history-content/website-reviews/james-fenimore-cooper-society-23098.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,James Madison Papers,/history-content/website-reviews/14651,history-content/website-reviews/james-madison-papers-14651.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Japanese-American Internment,/history-content/website-reviews/22777,history-content/website-reviews/japanese-american-internment-22777.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Jewish Women's Archive,/history-content/website-reviews/14754,history-content/website-reviews/jewish-womens-archive-14754.md,9,2,1,1,5,0,0,0,0,0,1,1,delete-page-candidate
history-content,website-reviews,Jews in America: Our Story,/history-content/website-reviews/14640,history-content/website-reviews/jews-in-america-our-story-14640.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Jim Crow Museum of Racist Memorabilia,/history-content/website-reviews/23252,history-content/website-reviews/jim-crow-museum-of-racist-memorabilia-23252.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Joe Hill,/history-content/website-reviews/25021,history-content/website-reviews/joe-hill-25021.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,John Brown and the Valley of the Shadow,/history-content/website-reviews/23323,history-content/website-reviews/john-brown-and-the-valley-of-the-shadow-23323.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,John F. Kennedy Presidential Library and Museum,/history-content/website-reviews/23575,history-content/website-reviews/john-f-kennedy-presidential-library-and-museum-23575.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,July 1942: United We Stand,/history-content/website-reviews/23237,history-content/website-reviews/july-1942-united-we-stand-23237.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,"Kate and Sue McBeth, Missionary Teachers to the Nez Perce",/history-content/website-reviews/14663,history-content/website-reviews/kate-and-sue-mcbeth-missionary-teachers-to-the-nez-perce-14663.md,1,0,0,0,0,0,1,0,0,0,0,0,fix-links-only
history-content,website-reviews,"Keffer Collection of Sheet Music, ca. 1790-1895",/history-content/website-reviews/23150,history-content/website-reviews/keffer-collection-of-sheet-music-ca-1790-1895-23150.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Kellogg African American Health Care Project: The Oral Histories,/history-content/website-reviews/23108,history-content/website-reviews/kellogg-african-american-health-care-project-the-oral-histories-23108.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Kennedy and Castro: The Secret History,/history-content/website-reviews/22983,history-content/website-reviews/kennedy-and-castro-the-secret-history-22983.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Kentuckiana Digital Library,/history-content/website-reviews/14718,history-content/website-reviews/kentuckiana-digital-library-14718.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Kheel Center Labor Photos,/history-content/website-reviews/23576,history-content/website-reviews/kheel-center-labor-photos-23576.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Kiowa Drawings,/history-content/website-reviews/23231,history-content/website-reviews/kiowa-drawings-23231.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Korea + 50: No Longer Forgotten,/history-content/website-reviews/23172,history-content/website-reviews/korea-50-no-longer-forgotten-23172.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Korean American Digital Archive,/history-content/website-reviews/23103,history-content/website-reviews/korean-american-digital-archive-23103.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Lakota Winter Counts,/history-content/website-reviews/14723,history-content/website-reviews/lakota-winter-counts-14723.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Landmark Supreme Court Cases,/history-content/website-reviews/22282,history-content/website-reviews/landmark-supreme-court-cases-22282.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Legacy Tobacco Documents Library,/history-content/website-reviews/14702,history-content/website-reviews/legacy-tobacco-documents-library-14702.md,1,0,0,0,1,0,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,"Leslie Brock Center for the Study of Colonial Currency, University of Virginia",/history-content/website-reviews/23360,history-content/website-reviews/leslie-brock-center-for-the-study-of-colonial-currency-university-of-virginia-23360.md,1,0,0,1,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Lest We Forget: The Triumph Over Slavery,/history-content/website-reviews/22737,history-content/website-reviews/lest-we-forget-the-triumph-over-slavery-22737.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Lewis and Clark: Maps of Exploration 1507-1814,/history-content/website-reviews/22845,history-content/website-reviews/lewis-and-clark-maps-of-exploration-1507-1814-22845.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Liberian Letters,/history-content/website-reviews/22655,history-content/website-reviews/liberian-letters-22655.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Liberty Rhetoric and 19th-Century American Women,/history-content/website-reviews/23307,history-content/website-reviews/liberty-rhetoric-and-19th-century-american-women-23307.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Liberty! The American Revolution,/history-content/website-reviews/23370,history-content/website-reviews/liberty-the-american-revolution-23370.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Library of American Broadcasting Sound Bites,/history-content/website-reviews/23183,history-content/website-reviews/library-of-american-broadcasting-sound-bites-23183.md,1,0,0,0,0,0,0,0,1,0,0,0,fix-links-only
history-content,website-reviews,Library of Congress: Webcasts,/history-content/website-reviews/22722,history-content/website-reviews/library-of-congress-webcasts-22722.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Life After the Holocaust: Stories of Holocaust Survivors After The War,/history-content/website-reviews/22607,history-content/website-reviews/life-after-the-holocaust-stories-of-holocaust-survivors-after-the-war-22607.md,1,0,0,0,0,1,0,0,0,0,0,0,fix-links-only
history-content,website-reviews,Lincoln-Douglas Debates of 1858,/history-content/website-reviews/24986,history-content/website-reviews/lincoln-douglas-debates-of-1858-24986.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Linus Pauling and the Race for DNA:  A Documentary History,/history-content/website-reviews/23261,history-content/website-reviews/linus-pauling-and-the-race-for-dna-a-documentary-history-23261.md,1,0,1,0,0,0,0,0,0,0,0,1,delete-page-candidate
history-content,website-reviews,Lionel Hampton: His Life and Legacy,/history-content/website-reviews/22571,history-content/website-reviews/lionel-hampton-his-life-and-legacy-22571.md,1,0,1,0,0,0,0,0,0,0,1,0,salvage-wayback
history-content,website-reviews,Listening to Our Ancestors: The Art of Native Life Along the North Pacific Coast,/history-content/website-reviews/22645,history-content/website-reviews/listening-to-our-ancestors-the-art-of-native-life-along-the-north-pacific-coast-22645.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
history-content,website-reviews,Living New Deal Project,/history-content/website-reviews/25144,history-content/website-reviews/living-new-deal-project-25144.md,1,0,0,0,0,0,0,1,0,0,0,0,fix-links-only
